id,participant_id,scenario,context,form,knowledge,competent,well_prepared,knowledgeable,helpful,likeable,pedantic,t2_response,t2_knewExact,t2_notKnow,t2_fussyPerson,t2_easySpeaker,t2_usualApx,t2_needed,t2_realWorld,t2_purpose,t2_infoNotAvail,t2_infoAvail,t2_cautious,t2_presentation,t2_helpful,t2_easierHearer,t2_emphasis,t2_failure,t2_badInfo,t2_other,t3_appropriate,t3_giveMore,t3_avoidFalse,t3_didntKnow,t3_easierUnderstand,t3_soundSmart,t3_soundEasygoing,t3_easierSpeaker,t3_tooMuchInf,t3_none,t4_speakerType
91,931814,conference,lowPr,approx,unknown,5,5,5,4,4,5,"It is easier to give more rounded numbers especially for an event where people may show up last minute or back out last minute. Additionally, responding with a specific number seems less casual and a discussion between friends doesn't require such exact language.",0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,5
92,931815,bike,lowPr,approx,unknown,6,5,5,5,5,2,He may have not known the exact price or thought it was silly to say the whole price.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7
93,931826,cinema,lowPr,approx,unknown,5,5,5,5,4,4,Quinn answered that way because they do not know the precise time that the movie ends.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,7
94,931831,bike,lowPr,approx,unknown,4,4,5,6,4,4,Because they don't remember the exact price,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
95,931836,house,lowPr,approx,unknown,7,7,7,7,7,1,because he doesn't remember the exact date,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
96,931841,house,lowPr,approx,unknown,5,7,6,7,6,7,Because  Dylan he is very sure the house their parents bought has been in good shape which has been there for years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1
97,931842,conference,lowPr,approx,unknown,6,6,7,7,2,2,Because there are always some no-shows.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,3
98,931844,cooking,lowPr,approx,unknown,5,5,5,5,4,4,"Because who does that? If they are competent to hold jobs in a restaurant, do they really have to time everything down to the second? Taylor is able to cook pasta for their lunch without being so anal about it. ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
99,931845,house,lowPr,approx,unknown,7,6,7,7,6,5,Because he do not want to give full details,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
100,931848,cooking,lowPr,approx,unknown,7,7,7,7,7,4,Taylor is providing a approximate answer and the time could be more or less so to meet the expectations of answer to question she responds with “around 5 minutes” instead of saying “ I don’t know” to her friend.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,7
101,931853,bike,lowPr,approx,unknown,5,5,5,6,6,1,Because Jamie may not remember the exact cost of the bike OR she'd rather reply casually with a round number,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7
102,931855,conference,lowPr,approx,unknown,6,6,6,6,6,3,"If he is the organizer and has some experience at it, then I'm sure he understands that there are always variables in the final attendance numbers.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,5
103,931860,cinema,lowPr,approx,unknown,5,7,4,7,5,1,"If they had answered at 11:47, then that would have been pedantic.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
104,931861,bike,lowPr,approx,unknown,5,6,5,6,6,7,Because he do not want to be precise,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
105,931863,bike,lowPr,approx,unknown,5,5,5,5,5,2,"Generally, most people round up or down when giving the price of something because a specific number is hard to remember or not completely relevant.",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,7
106,931864,conference,lowPr,approx,unknown,4,5,5,6,5,4,some people who said they would be there might not show up,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,6
107,931867,cooking,lowPr,approx,unknown,6,5,6,5,5,3,"Probably because they aren't using a kitchen timer and test the pasta manually. If they were using a timer, Taylor would have been able to give a more precise answer. Or, if they were watching a clock and it was counting down, they would have had to do some math in their heads for a more precise answer. Taylor probably may have some difficulty with subtraction when the numbers keep changing. ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5
108,931868,conference,lowPr,approx,unknown,7,7,7,7,4,1,Because there might be attendees that cancel. It is hard to say exactly how many will turn up in actuality ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,7
109,931871,bike,lowPr,approx,unknown,6,7,7,6,4,6,Probably because the bicycle cost changes depending on the day and month of purchase. ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,4
110,931880,conference,lowPr,approx,unknown,5,2,2,7,4,3,It's because he is unsure of the exact number of attendees that is going to grace the event.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,7
111,931885,cinema,lowPr,approx,unknown,7,6,6,7,7,4,Because not everyone is so anal as to nail everything down to the exact minute.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3
112,931887,conference,lowPr,approx,unknown,7,7,6,6,6,3,Because it is almost 150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,7
113,931891,house,lowPr,approx,unknown,6,6,7,6,6,5,because he was to clarify that its been a long time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4
114,931893,cinema,lowPr,approx,unknown,6,7,6,5,6,2,"By the time you get out of the movie, use the restroom and head to your car you are likely closer to 12:00.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
115,931897,absence,lowPr,approx,unknown,6,5,5,4,7,4,"it might be difficult to recall exactly how long he last saw his colleague and as such using ""a couple of weeks ago"" is very appropriate in such situation.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,6
116,931902,cooking,lowPr,approx,unknown,5,5,5,5,5,4,He was not paying much attention to the exact amount of time that the pasta had been cooking,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,6
117,931903,absence,lowPr,approx,unknown,5,4,4,5,5,3,"Because this is a normal way to answer a general question.  2 weeks and 5 days ago would be almost three weeks, but also probably too much detail for someone to answer with a casual question.",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,6
118,931906,bike,lowPr,approx,unknown,4,3,3,5,5,3,easier to say and remember,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,6
119,931910,conference,lowPr,approx,unknown,7,7,7,7,6,1,There is no information that everyone who will sign up to go the conference has. Not everyone who signs up will make it. People also may come late or leave early. It would be inaccurate to respond with the exact number of persons who have signed up because that number is insofar unknown.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,5
120,931911,bike,lowPr,approx,unknown,6,6,6,6,6,4,Because people tend to be informal in their speech with friends and they simply rounded to the nearest number.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,5
121,931914,absence,lowPr,approx,unknown,4,5,5,5,5,5,Simply because he doesnt know the actual week,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,5
122,931921,cinema,lowPr,approx,unknown,7,5,6,7,6,6,He did this to make the another person not to forget ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
123,931922,absence,lowPr,approx,unknown,7,7,7,7,7,1,"My guess would be that Carter was fairly certain that he saw Mark 2 weeks ago, but couldn't give an exact timeline.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5
124,931925,cinema,lowPr,approx,unknown,5,5,5,5,5,3,They may not remember exactly what time the movie ends,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2
125,931926,bike,lowPr,approx,unknown,5,3,3,5,5,4,easy going ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,7
127,931929,bike,lowPr,approx,unknown,7,7,7,7,7,4,Because I believe it likely had some tax on it so they just rounded the number.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7
128,931930,absence,lowPr,approx,unknown,5,3,4,4,6,6,maybe on a health related challange,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5
129,931932,conference,lowPr,approx,unknown,7,7,7,7,7,7,She was hoping for more invitations to be excepted ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
130,931934,cinema,lowPr,approx,unknown,7,7,7,7,7,6,"Quinn used the expression  ""at around 12"" because he does not know the precise time the movie would end.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
131,931936,absence,lowPr,approx,unknown,5,4,4,4,5,4,Because that's the way most people talk.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,6
132,931938,house,lowPr,approx,unknown,6,6,6,6,4,2,"Dylan probably did not know or remember the exact date, only the general time.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,4
133,931944,bike,lowPr,approx,unknown,6,7,7,7,7,4,Because she was unsure of the exact amount and decided to round.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,7
134,931945,bike,lowPr,approx,unknown,5,6,5,7,5,3,"I think he was trying to be casual rather than try to recall the exact number, he gave a round figure since it was less formal.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1
135,931946,absence,lowPr,approx,unknown,4,4,4,4,4,4,No reason,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,5
136,931948,conference,lowPr,approx,unknown,4,3,4,5,4,4,Because Logan doesn't know the exact amount.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
137,931950,conference,lowPr,approx,unknown,4,3,3,2,3,4,I think the number 150 seems a lot more appealing than 146. It appears as if there are a lot more people in a way even though its only 4 more.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,6
138,931951,conference,lowPr,approx,unknown,7,7,7,6,6,1,Logan isn't sure of the exact number and doesn't want to give a wrong figure.,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7
139,931953,cinema,lowPr,approx,unknown,5,5,5,6,5,2,I think an estimate is an appropriate answer here since movie run times may go longer than people actually stick around for. Especially if the run time includes the credits.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,5
140,931958,bike,lowPr,approx,unknown,5,6,5,6,4,1,They might be flexible with the price,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
141,931959,absence,lowPr,approx,unknown,4,4,3,3,4,4,Because he doesn't know exactly when he saw him but just giving an order of magnitude answer to the question. ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1
142,931960,absence,lowPr,approx,unknown,5,3,4,5,4,1,I think it is because he doesn't know the exact amount of time so he is using an approximation. ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
143,931962,bike,lowPr,approx,unknown,5,5,5,5,5,1,I imagine Jamie didn't recall the exact figure paid.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,6
144,931963,house,lowPr,approx,unknown,6,5,5,6,6,5,Dylan probably does not the exact date.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,2
145,931964,cooking,lowPr,approx,unknown,6,6,6,6,7,4,Because it is food and it cannot be narrowed down to seconds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3
146,931967,cinema,lowPr,approx,unknown,5,4,5,5,5,4,Just to round up and make it easier to relay as a message quickly ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,5
147,931968,absence,lowPr,approx,unknown,7,5,7,7,7,6,Carter might not have been that certain,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,5
148,931969,house,lowPr,approx,unknown,6,6,6,6,6,5,Because most people don't remember exact dates unless something significant happened like a birthday or marriage. Most people just keep a general timeline of when things happened.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6
149,931970,house,lowPr,approx,unknown,4,5,5,5,4,1,Most likely because he doesn't know or remember the exact date of purchase.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,4
151,931977,absence,lowPr,approx,unknown,5,5,5,5,5,4,Easier to say and memory might not be 100% accurate to the day.,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,5
152,931978,cinema,lowPr,approx,unknown,1,1,1,1,1,1,"Yes, the movie ends at 12 pm. And sure we can get drinks after.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4
153,931980,absence,lowPr,approx,unknown,6,4,5,5,5,4,"Carter answered ""a couple of weeks ago"" because that is a more common and accepted way of speaking in a casual manner.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7
154,931981,cinema,lowPr,approx,unknown,6,5,6,6,6,1,"I think that is a normal way for people to speak in this situation, as an approximate time is enough information to answer the question. To answer specifically sounds a little odd.",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,7
155,931982,absence,lowPr,approx,unknown,5,4,3,4,5,5,Because he really don't know when he last saw Mark,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
156,931983,absence,lowPr,approx,unknown,5,5,5,6,5,4,Carter is likely not sure on the exact day.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6
158,931985,absence,lowPr,approx,unknown,4,5,3,4,4,1,Carter answered this way because he is not exactly sure how long it has been.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2
159,931986,cinema,lowPr,approx,unknown,7,6,6,7,6,4,They wanted to make sure the person knew a general time. Also sometimes things don't end exactly when they say they are going to. It depends on circumstances like if the movie starts on time or not.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3
160,931988,cooking,lowPr,approx,unknown,6,5,5,6,5,2,Taylor may have answered that way because he thought the 13 seconds was unnecessarily pedantic for the situation.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1
161,931991,bike,lowPr,approx,unknown,7,6,6,7,6,2,He is just estimating and that's completely okay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
162,931992,bike,lowPr,approx,unknown,4,4,3,4,4,4,She rounded the cost to the nearest 100.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6
163,931993,house,lowPr,approx,unknown,5,5,5,5,4,5,The memory was a bit vague.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6
164,931994,bike,lowPr,approx,unknown,6,5,6,6,5,2,"I think she used the expression ""about $500"" because she probably wasn't the one that purchased the bicycle.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,6
165,931995,absence,lowPr,approx,unknown,6,3,2,3,5,4,cause hes not so sure of the number of days ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5
166,931997,conference,lowPr,approx,unknown,5,5,5,5,4,4,"To give a more conversational answer. Also, perhaps the number may fluctuate somewhat before the event",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5
167,931998,bike,lowPr,approx,unknown,4,4,6,6,5,7,Nice! Bikes can be a great investment. What kind of bike did you get,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3
168,931999,cooking,lowPr,approx,unknown,6,5,5,5,6,6,She answered that way because she does not know the exact time she was estimating so she used about. ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,6
169,932000,conference,lowPr,approx,unknown,6,6,6,5,2,4,"The attendees will depend on how many people will actually come, not everyone who was invited. ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6
170,932002,conference,lowPr,approx,unknown,6,5,4,6,4,4,Because he is probably rounding up the number to be safe.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7
171,932003,cooking,lowPr,approx,unknown,6,6,6,5,3,5,Because precision to the second is not required when cooking pasta.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6
172,932006,bike,lowPr,approx,unknown,7,7,7,7,7,6,I believe most people would answer the same exact way. Maybe Jamie could not remember the exact amount to the penny or maybe just wanted to round it off. ,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,7
173,932008,conference,lowPr,approx,unknown,6,6,6,6,6,6,HE WANTWED TO BE PRESIE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3
174,932010,cooking,lowPr,approx,unknown,6,6,6,6,5,4,Taylor estimated.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,7
175,932011,conference,lowPr,approx,unknown,5,5,5,6,5,5,i believe his response is due to him not been very factual of the number of persons that will be attending. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,5
176,932012,house,lowPr,approx,unknown,4,5,5,5,4,3,He either didn't know the exact year it was purchased or he was being short for other reasons and didn't want to take longer to think or answer.,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,4
177,932013,cinema,lowPr,approx,unknown,5,5,5,6,5,2,It is normal and easier to simply say around 12. It would be weird if he used the exact time in dialogue.,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,7
178,932014,cinema,lowPr,approx,unknown,5,5,5,5,6,1,She didn't know the exact time it ends because she accounted for the unknown length  of movie trailers before the movie starts and other variables that she couldn't know for certain. ,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
179,932016,house,lowPr,approx,unknown,6,6,7,7,7,5,Because Noah did not actually asked the question in the sense that he want to know the exact date of purchase ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7
181,932022,conference,lowPr,approx,unknown,7,7,7,7,7,2,About 150 attendees  confirmed their attendance.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,6
182,932023,cooking,lowPr,approx,unknown,5,6,6,6,5,5,it isn't usually appropriate to give the seconds,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6
184,932027,house,lowPr,approx,unknown,4,5,4,6,4,1,Probably because he didn't know the exact year but knew the range,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3
185,932028,cooking,lowPr,approx,unknown,7,7,7,7,7,4,Precision can only be measured to an extent when you're in a setting of service. It's better to just give an estimate.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,6
186,932099,cinema,highPr,precise,unknown,5,6,5,5,5,6,I believe because they knew the answer to the question,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,6
187,932104,conference,highPr,precise,unknown,7,7,6,6,7,6,Because his sure of the exact number of attendee,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7
